driver_number,lap_number,lap_time,lap_improvement,crossing_finish_line_in_pit,s1,s1_improvement,s2,s2_improvement,s3,s3_improvement,kph,elapsed,hour,s1_large,s2_large,s3_large,top_speed,driver_name,pit_time,class,group,team,manufacturer,season,circuit,round,vehicle,flag_at_fl,team_no,lap_time_ms,lap_time_s,engine,driver_stint_no,driver_stint,team_stint_no,team_stint,elapsed_ms,position,class_position,interval_ms,interval,gap,class_interval,class_gap,elapsed_s
1,1,0 days 00:02:08.786000,0,,36.71,0,60.247,0,31.829,0,192.4,0 days 00:02:08.786000,13:32:10.354,0 days 00:00:36.710000,0 days 00:01:00.247000,0 days 00:00:31.829000,285.9,Mike CONWAY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,SPA FRANCORCHAMPS,1,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,128786.0,128.786,Toyota,1,Mike CONWAY Stint #1,1,Toyota Gazoo Racing #7 Stint #1,128786,1.0,1.0,0.0,0.0,0.0,0.0,0.0,128.786
1,1,0 days 00:02:09.917000,0,,36.939,0,61.065,0,31.913,0,190.7,0 days 00:02:09.917000,13:32:11.485,0 days 00:00:36.939000,0 days 00:01:01.065000,0 days 00:00:31.913000,277.8,Sébastien BUEMI,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,SPA FRANCORCHAMPS,1,Toyota GR010 HYBRID,,Toyota Gazoo Racing #8,129917.0,129.917,Toyota,1,Sébastien BUEMI Stint #1,1,Toyota Gazoo Racing #8 Stint #1,129917,2.0,2.0,1131.0,1.131,1.131,1.131,1.131,129.917
1,1,0 days 00:02:12.195000,0,,37.617,0,62.337,0,32.241,0,187.4,0 days 00:02:12.195000,13:32:13.763,0 days 00:00:37.617000,0 days 00:01:02.337000,0 days 00:00:32.241000,256.8,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,SPA FRANCORCHAMPS,1,Alpine A480,,Alpine Elf Matmut #36,132195.0,132.195,Gibson,1,André NEGRÃO Stint #1,1,Alpine Elf Matmut #36 Stint #1,132195,5.0,3.0,552.0,0.552,3.409,0.552,1.683,132.195
1,2,0 days 00:02:05.352000,0,,35.132,0,58.352,0,31.868,0,201.1,0 days 00:04:14.138000,13:34:15.706,0 days 00:00:35.132000,0 days 00:00:58.352000,0 days 00:00:31.868000,302.7,Mike CONWAY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,SPA FRANCORCHAMPS,1,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,125352.0,125.352,Toyota,1,Mike CONWAY Stint #1,1,Toyota Gazoo Racing #7 Stint #1,254138,1.0,1.0,98879.0,98.879,98.879,0.0,0.0,254.138
1,2,0 days 00:02:05.023000,0,,34.988,0,58.237,0,31.798,0,201.7,0 days 00:04:14.940000,13:34:16.508,0 days 00:00:34.988000,0 days 00:00:58.237000,0 days 00:00:31.798000,285.9,Sébastien BUEMI,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,SPA FRANCORCHAMPS,1,Toyota GR010 HYBRID,,Toyota Gazoo Racing #8,125023.0,125.023,Toyota,1,Sébastien BUEMI Stint #1,1,Toyota Gazoo Racing #8 Stint #1,254940,2.0,2.0,802.0,0.802,99.681,0.802,0.802,254.94
1,2,0 days 00:02:06.001000,0,,35.926,0,58.165,0,31.91,2,200.1,0 days 00:04:18.196000,13:34:19.764,0 days 00:00:35.926000,0 days 00:00:58.165000,0 days 00:00:31.910000,303.5,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,SPA FRANCORCHAMPS,1,Alpine A480,,Alpine Elf Matmut #36,126001.0,126.001,Gibson,1,André NEGRÃO Stint #1,1,Alpine Elf Matmut #36 Stint #1,258196,4.0,3.0,1891.0,1.891,102.937,1.891,2.693,258.196
1,3,0 days 00:02:05.053000,0,,34.908,0,58.138,2,32.007,0,201.6,0 days 00:06:19.191000,13:36:20.759,0 days 00:00:34.908000,0 days 00:00:58.138000,0 days 00:00:32.007000,302.7,Mike CONWAY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,SPA FRANCORCHAMPS,1,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,125053.0,125.053,Toyota,1,Mike CONWAY Stint #1,1,Toyota Gazoo Racing #7 Stint #1,379191,1.0,1.0,83267.0,83.267,83.267,0.0,0.0,379.191
1,3,0 days 00:02:05.192000,0,,34.854,0,58.446,0,31.892,0,201.4,0 days 00:06:20.132000,13:36:21.700,0 days 00:00:34.854000,0 days 00:00:58.446000,0 days 00:00:31.892000,286.7,Sébastien BUEMI,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,SPA FRANCORCHAMPS,1,Toyota GR010 HYBRID,,Toyota Gazoo Racing #8,125192.0,125.192,Toyota,1,Sébastien BUEMI Stint #1,1,Toyota Gazoo Racing #8 Stint #1,380132,2.0,2.0,941.0,0.941,84.208,0.941,0.941,380.132
1,3,0 days 00:02:05.116000,0,,35.255,0,57.854,1,32.007,0,201.5,0 days 00:06:23.312000,13:36:24.880,0 days 00:00:35.255000,0 days 00:00:57.854000,0 days 00:00:32.007000,307.8,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,SPA FRANCORCHAMPS,1,Alpine A480,,Alpine Elf Matmut #36,125116.0,125.116,Gibson,1,André NEGRÃO Stint #1,1,Alpine Elf Matmut #36 Stint #1,383312,4.0,3.0,1372.0,1.372,87.38799999999999,1.372,2.313,383.312
1,4,0 days 00:02:05.257000,0,,34.966,0,58.467,0,31.824,1,201.3,0 days 00:08:24.448000,13:38:26.016,0 days 00:00:34.966000,0 days 00:00:58.467000,0 days 00:00:31.824000,297.7,Mike CONWAY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,SPA FRANCORCHAMPS,1,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,125257.0,125.257,Toyota,1,Mike CONWAY Stint #1,1,Toyota Gazoo Racing #7 Stint #1,504448,1.0,1.0,67206.0,67.206,67.206,0.0,0.0,504.448
1,4,0 days 00:02:05.430000,0,,34.972,0,58.492,0,31.966,0,201.0,0 days 00:08:25.562000,13:38:27.130,0 days 00:00:34.972000,0 days 00:00:58.492000,0 days 00:00:31.966000,285.2,Sébastien BUEMI,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,SPA FRANCORCHAMPS,1,Toyota GR010 HYBRID,,Toyota Gazoo Racing #8,125430.0,125.43,Toyota,1,Sébastien BUEMI Stint #1,1,Toyota Gazoo Racing #8 Stint #1,505562,2.0,2.0,1114.0,1.114,68.32000000000001,1.114,1.114,505.562
1,4,0 days 00:02:05.183000,0,,35.332,0,57.901,0,31.95,0,201.4,0 days 00:08:28.495000,13:38:30.063,0 days 00:00:35.332000,0 days 00:00:57.901000,0 days 00:00:31.950000,306.1,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,SPA FRANCORCHAMPS,1,Alpine A480,,Alpine Elf Matmut #36,125183.0,125.183,Gibson,1,André NEGRÃO Stint #1,1,Alpine Elf Matmut #36 Stint #1,508495,4.0,3.0,913.0,0.913,71.253,0.913,2.027,508.495
1,5,0 days 00:02:05.852000,0,,35.029,0,58.851,0,31.972,0,200.3,0 days 00:10:30.300000,13:40:31.868,0 days 00:00:35.029000,0 days 00:00:58.851000,0 days 00:00:31.972000,305.2,Mike CONWAY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,SPA FRANCORCHAMPS,1,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,125852.0,125.852,Toyota,1,Mike CONWAY Stint #1,1,Toyota Gazoo Racing #7 Stint #1,630300,1.0,1.0,50777.0,50.777,50.777,0.0,0.0,630.3
1,5,0 days 00:02:05.450000,0,,34.849,0,58.699,0,31.902,0,201.0,0 days 00:10:31.012000,13:40:32.580,0 days 00:00:34.849000,0 days 00:00:58.699000,0 days 00:00:31.902000,289.0,Sébastien BUEMI,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,SPA FRANCORCHAMPS,1,Toyota GR010 HYBRID,,Toyota Gazoo Racing #8,125450.0,125.45,Toyota,1,Sébastien BUEMI Stint #1,1,Toyota Gazoo Racing #8 Stint #1,631012,2.0,2.0,712.0,0.712,51.489,0.712,0.712,631.012
1,5,0 days 00:02:05.684000,0,,35.355,0,58.177,0,32.152,0,200.6,0 days 00:10:34.179000,13:40:35.747,0 days 00:00:35.355000,0 days 00:00:58.177000,0 days 00:00:32.152000,303.5,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,SPA FRANCORCHAMPS,1,Alpine A480,,Alpine Elf Matmut #36,125684.0,125.684,Gibson,1,André NEGRÃO Stint #1,1,Alpine Elf Matmut #36 Stint #1,634179,4.0,3.0,438.0,0.438,54.656,0.438,1.15,634.179
1,6,0 days 00:02:05.626000,0,,35.06,0,58.615,0,31.951,0,200.7,0 days 00:12:35.926000,13:42:37.494,0 days 00:00:35.060000,0 days 00:00:58.615000,0 days 00:00:31.951000,304.4,Mike CONWAY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,SPA FRANCORCHAMPS,1,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,125626.0,125.626,Toyota,1,Mike CONWAY Stint #1,1,Toyota Gazoo Racing #7 Stint #1,755926,1.0,1.0,34058.0,34.058,34.058,0.0,0.0,755.926
1,6,0 days 00:02:05.809000,0,,35.034,0,58.881,0,31.894,0,200.4,0 days 00:12:36.821000,13:42:38.389,0 days 00:00:35.034000,0 days 00:00:58.881000,0 days 00:00:31.894000,279.3,Sébastien BUEMI,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,SPA FRANCORCHAMPS,1,Toyota GR010 HYBRID,,Toyota Gazoo Racing #8,125809.0,125.809,Toyota,1,Sébastien BUEMI Stint #1,1,Toyota Gazoo Racing #8 Stint #1,756821,2.0,2.0,895.0,0.895,34.953,0.895,0.895,756.821
1,6,0 days 00:02:06.521000,0,,35.6,0,58.694,0,32.227,0,199.3,0 days 00:12:40.700000,13:42:42.268,0 days 00:00:35.600000,0 days 00:00:58.694000,0 days 00:00:32.227000,290.5,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,SPA FRANCORCHAMPS,1,Alpine A480,,Alpine Elf Matmut #36,126521.0,126.521,Gibson,1,André NEGRÃO Stint #1,1,Alpine Elf Matmut #36 Stint #1,760700,4.0,3.0,584.0,0.584,38.832,0.584,1.479,760.7
1,7,0 days 00:02:05.730000,0,,34.877,1,58.717,0,32.136,0,200.5,0 days 00:14:41.656000,13:44:43.224,0 days 00:00:34.877000,0 days 00:00:58.717000,0 days 00:00:32.136000,305.2,Mike CONWAY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,SPA FRANCORCHAMPS,1,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,125730.0,125.73,Toyota,1,Mike CONWAY Stint #1,1,Toyota Gazoo Racing #7 Stint #1,881656,1.0,1.0,18532.0,18.532,18.532,0.0,0.0,881.656
1,7,0 days 00:02:05.754000,0,,34.938,0,58.828,0,31.988,0,200.5,0 days 00:14:42.575000,13:44:44.143,0 days 00:00:34.938000,0 days 00:00:58.828000,0 days 00:00:31.988000,289.0,Sébastien BUEMI,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,SPA FRANCORCHAMPS,1,Toyota GR010 HYBRID,,Toyota Gazoo Racing #8,125754.0,125.754,Toyota,1,Sébastien BUEMI Stint #1,1,Toyota Gazoo Racing #8 Stint #1,882575,2.0,2.0,919.0,0.919,19.451,0.919,0.919,882.575
1,7,0 days 00:02:06.456000,0,,35.38,0,59.006,0,32.07,0,199.4,0 days 00:14:47.156000,13:44:48.724,0 days 00:00:35.380000,0 days 00:00:59.006000,0 days 00:00:32.070000,302.7,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,SPA FRANCORCHAMPS,1,Alpine A480,,Alpine Elf Matmut #36,126456.0,126.456,Gibson,1,André NEGRÃO Stint #1,1,Alpine Elf Matmut #36 Stint #1,887156,4.0,3.0,589.0,0.589,24.032,0.589,1.508,887.156
1,8,0 days 00:02:06.207000,0,,35.062,0,58.997,0,32.148,0,199.8,0 days 00:16:47.863000,13:46:49.431,0 days 00:00:35.062000,0 days 00:00:58.997000,0 days 00:00:32.148000,302.7,Mike CONWAY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,SPA FRANCORCHAMPS,1,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,126207.0,126.207,Toyota,1,Mike CONWAY Stint #1,1,Toyota Gazoo Racing #7 Stint #1,1007863,1.0,1.0,3973.0,3.973,3.973,0.0,0.0,1007.863
1,8,0 days 00:02:06.207000,0,,34.935,0,59.198,0,32.074,0,199.8,0 days 00:16:48.782000,13:46:50.350,0 days 00:00:34.935000,0 days 00:00:59.198000,0 days 00:00:32.074000,290.5,Sébastien BUEMI,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,SPA FRANCORCHAMPS,1,Toyota GR010 HYBRID,,Toyota Gazoo Racing #8,126207.0,126.207,Toyota,1,Sébastien BUEMI Stint #1,1,Toyota Gazoo Racing #8 Stint #1,1008782,2.0,2.0,919.0,0.919,4.892,0.919,0.919,1008.782
1,8,0 days 00:02:06.535000,0,,35.267,0,59.078,0,32.19,0,199.3,0 days 00:16:53.691000,13:46:55.259,0 days 00:00:35.267000,0 days 00:00:59.078000,0 days 00:00:32.190000,302.7,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,SPA FRANCORCHAMPS,1,Alpine A480,,Alpine Elf Matmut #36,126535.0,126.535,Gibson,1,André NEGRÃO Stint #1,1,Alpine Elf Matmut #36 Stint #1,1013691,4.0,3.0,539.0,0.539,9.801,0.539,1.4580000000000002,1013.691
1,9,0 days 00:02:06.733000,0,,35.097,0,59.211,0,32.425,0,199.0,0 days 00:18:54.596000,13:48:56.164,0 days 00:00:35.097000,0 days 00:00:59.211000,0 days 00:00:32.425000,304.4,Mike CONWAY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,SPA FRANCORCHAMPS,1,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,126733.0,126.733,Toyota,1,Mike CONWAY Stint #1,1,Toyota Gazoo Racing #7 Stint #1,1134596,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1134.596
1,9,0 days 00:02:06.378000,0,,34.886,0,59.42,0,32.072,0,199.5,0 days 00:18:55.160000,13:48:56.728,0 days 00:00:34.886000,0 days 00:00:59.420000,0 days 00:00:32.072000,284.4,Sébastien BUEMI,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,SPA FRANCORCHAMPS,1,Toyota GR010 HYBRID,,Toyota Gazoo Racing #8,126378.0,126.378,Toyota,1,Sébastien BUEMI Stint #1,1,Toyota Gazoo Racing #8 Stint #1,1135160,2.0,2.0,564.0,0.564,0.564,0.564,0.564,1135.16
1,9,0 days 00:02:07.985000,0,,35.251,0,59.934,0,32.8,0,197.0,0 days 00:19:01.676000,13:49:03.244,0 days 00:00:35.251000,0 days 00:00:59.934000,0 days 00:00:32.800000,309.6,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,SPA FRANCORCHAMPS,1,Alpine A480,,Alpine Elf Matmut #36,127985.0,127.985,Gibson,1,André NEGRÃO Stint #1,1,Alpine Elf Matmut #36 Stint #1,1141676,4.0,3.0,263.0,0.263,7.08,0.263,0.827,1141.676
1,10,0 days 00:02:07.029000,0,,35.211,0,59.551,0,32.267,0,198.5,0 days 00:21:01.625000,13:51:03.193,0 days 00:00:35.211000,0 days 00:00:59.551000,0 days 00:00:32.267000,292.1,Mike CONWAY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,SPA FRANCORCHAMPS,1,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,127029.0,127.029,Toyota,1,Mike CONWAY Stint #1,1,Toyota Gazoo Racing #7 Stint #1,1261625,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1261.625
1,10,0 days 00:02:07.111000,0,,35.069,0,60.032,0,32.01,0,198.4,0 days 00:21:02.271000,13:51:03.839,0 days 00:00:35.069000,0 days 00:01:00.032000,0 days 00:00:32.010000,277.8,Sébastien BUEMI,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,SPA FRANCORCHAMPS,1,Toyota GR010 HYBRID,,Toyota Gazoo Racing #8,127111.0,127.111,Toyota,1,Sébastien BUEMI Stint #1,1,Toyota Gazoo Racing #8 Stint #1,1262271,2.0,2.0,646.0,0.646,0.646,0.646,0.646,1262.271
1,10,0 days 00:02:06.314000,0,,35.332,0,58.738,0,32.244,0,199.6,0 days 00:21:07.990000,13:51:09.558,0 days 00:00:35.332000,0 days 00:00:58.738000,0 days 00:00:32.244000,307.0,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,SPA FRANCORCHAMPS,1,Alpine A480,,Alpine Elf Matmut #36,126314.0,126.314,Gibson,1,André NEGRÃO Stint #1,1,Alpine Elf Matmut #36 Stint #1,1267990,3.0,3.0,5719.0,5.719,6.365,5.719,6.365,1267.99
1,11,0 days 00:02:07.075000,0,,35.012,0,59.719,0,32.344,0,198.4,0 days 00:23:09.346000,13:53:10.914,0 days 00:00:35.012000,0 days 00:00:59.719000,0 days 00:00:32.344000,285.2,Sébastien BUEMI,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,SPA FRANCORCHAMPS,1,Toyota GR010 HYBRID,,Toyota Gazoo Racing #8,127075.0,127.075,Toyota,1,Sébastien BUEMI Stint #1,1,Toyota Gazoo Racing #8 Stint #1,1389346,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1389.346
1,11,0 days 00:02:08.291000,0,,35.188,0,60.489,0,32.614,0,196.5,0 days 00:23:09.916000,13:53:11.484,0 days 00:00:35.188000,0 days 00:01:00.489000,0 days 00:00:32.614000,301.0,Mike CONWAY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,SPA FRANCORCHAMPS,1,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,128291.0,128.291,Toyota,1,Mike CONWAY Stint #1,1,Toyota Gazoo Racing #7 Stint #1,1389916,2.0,2.0,570.0,0.57,0.57,0.57,0.57,1389.916
1,11,0 days 00:02:06.702000,0,,35.362,0,59.277,0,32.063,0,199.0,0 days 00:23:14.692000,13:53:16.260,0 days 00:00:35.362000,0 days 00:00:59.277000,0 days 00:00:32.063000,300.2,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,SPA FRANCORCHAMPS,1,Alpine A480,,Alpine Elf Matmut #36,126702.0,126.702,Gibson,1,André NEGRÃO Stint #1,1,Alpine Elf Matmut #36 Stint #1,1394692,3.0,3.0,4776.0,4.776,5.346,4.776,5.346,1394.692
1,12,0 days 00:02:07.531000,0,,34.942,0,59.713,0,32.876,0,197.7,0 days 00:25:16.877000,13:55:18.445,0 days 00:00:34.942000,0 days 00:00:59.713000,0 days 00:00:32.876000,294.5,Sébastien BUEMI,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,SPA FRANCORCHAMPS,1,Toyota GR010 HYBRID,,Toyota Gazoo Racing #8,127531.0,127.531,Toyota,1,Sébastien BUEMI Stint #1,1,Toyota Gazoo Racing #8 Stint #1,1516877,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1516.877
1,12,0 days 00:02:08.574000,0,,35.135,0,60.309,0,33.13,0,196.1,0 days 00:25:18.490000,13:55:20.058,0 days 00:00:35.135000,0 days 00:01:00.309000,0 days 00:00:33.130000,301.0,Mike CONWAY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,SPA FRANCORCHAMPS,1,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,128574.0,128.574,Toyota,1,Mike CONWAY Stint #1,1,Toyota Gazoo Racing #7 Stint #1,1518490,2.0,2.0,1613.0,1.613,1.613,1.613,1.613,1518.49
1,12,0 days 00:02:07.440000,0,,35.59,0,59.646,0,32.204,0,197.9,0 days 00:25:22.132000,13:55:23.700,0 days 00:00:35.590000,0 days 00:00:59.646000,0 days 00:00:32.204000,300.2,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,SPA FRANCORCHAMPS,1,Alpine A480,,Alpine Elf Matmut #36,127440.0,127.44,Gibson,1,André NEGRÃO Stint #1,1,Alpine Elf Matmut #36 Stint #1,1522132,3.0,3.0,3642.0,3.642,5.255,3.642,5.255,1522.132
1,13,0 days 00:02:05.928000,0,,34.893,0,59.003,0,32.032,0,200.2,0 days 00:27:22.805000,13:57:24.373,0 days 00:00:34.893000,0 days 00:00:59.003000,0 days 00:00:32.032000,293.7,Sébastien BUEMI,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,SPA FRANCORCHAMPS,1,Toyota GR010 HYBRID,,Toyota Gazoo Racing #8,125928.0,125.928,Toyota,1,Sébastien BUEMI Stint #1,1,Toyota Gazoo Racing #8 Stint #1,1642805,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1642.805
1,13,0 days 00:02:06.240000,0,,35.155,0,59.034,0,32.051,0,199.7,0 days 00:27:24.730000,13:57:26.298,0 days 00:00:35.155000,0 days 00:00:59.034000,0 days 00:00:32.051000,301.0,Mike CONWAY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,SPA FRANCORCHAMPS,1,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,126240.0,126.24,Toyota,1,Mike CONWAY Stint #1,1,Toyota Gazoo Racing #7 Stint #1,1644730,2.0,2.0,1925.0,1.925,1.925,1.925,1.925,1644.73
1,13,0 days 00:02:06.621000,0,,35.562,0,58.95,0,32.109,0,199.1,0 days 00:27:28.753000,13:57:30.321,0 days 00:00:35.562000,0 days 00:00:58.950000,0 days 00:00:32.109000,307.0,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,SPA FRANCORCHAMPS,1,Alpine A480,,Alpine Elf Matmut #36,126621.0,126.621,Gibson,1,André NEGRÃO Stint #1,1,Alpine Elf Matmut #36 Stint #1,1648753,3.0,3.0,4023.0,4.023,5.948,4.023,5.948,1648.753
1,14,0 days 00:02:06.462000,0,,34.913,0,59.092,0,32.457,0,199.4,0 days 00:29:29.267000,13:59:30.835,0 days 00:00:34.913000,0 days 00:00:59.092000,0 days 00:00:32.457000,300.2,Sébastien BUEMI,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,SPA FRANCORCHAMPS,1,Toyota GR010 HYBRID,,Toyota Gazoo Racing #8,126462.0,126.462,Toyota,1,Sébastien BUEMI Stint #1,1,Toyota Gazoo Racing #8 Stint #1,1769267,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1769.267
1,14,0 days 00:02:05.933000,0,,35.024,0,58.848,0,32.061,0,200.2,0 days 00:29:30.663000,13:59:32.231,0 days 00:00:35.024000,0 days 00:00:58.848000,0 days 00:00:32.061000,305.2,Mike CONWAY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,SPA FRANCORCHAMPS,1,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,125933.0,125.933,Toyota,1,Mike CONWAY Stint #1,1,Toyota Gazoo Racing #7 Stint #1,1770663,2.0,2.0,1396.0,1.396,1.396,1.396,1.396,1770.663
1,14,0 days 00:02:06.616000,0,,35.333,0,59.024,0,32.259,0,199.1,0 days 00:29:35.369000,13:59:36.937,0 days 00:00:35.333000,0 days 00:00:59.024000,0 days 00:00:32.259000,303.5,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,SPA FRANCORCHAMPS,1,Alpine A480,,Alpine Elf Matmut #36,126616.0,126.616,Gibson,1,André NEGRÃO Stint #1,1,Alpine Elf Matmut #36 Stint #1,1775369,3.0,3.0,4706.0,4.706,6.102,4.706,6.102,1775.369
1,15,0 days 00:02:07.634000,0,,36.039,0,59.449,0,32.146,0,197.6,0 days 00:31:36.901000,14:01:38.469,0 days 00:00:36.039000,0 days 00:00:59.449000,0 days 00:00:32.146000,290.5,Sébastien BUEMI,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,SPA FRANCORCHAMPS,1,Toyota GR010 HYBRID,,Toyota Gazoo Racing #8,127634.0,127.634,Toyota,1,Sébastien BUEMI Stint #1,1,Toyota Gazoo Racing #8 Stint #1,1896901,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1896.901
1,15,0 days 00:02:07.136000,0,,35.457,0,59.402,0,32.277,0,198.3,0 days 00:31:37.799000,14:01:39.367,0 days 00:00:35.457000,0 days 00:00:59.402000,0 days 00:00:32.277000,294.5,Mike CONWAY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,SPA FRANCORCHAMPS,1,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,127136.0,127.136,Toyota,1,Mike CONWAY Stint #1,1,Toyota Gazoo Racing #7 Stint #1,1897799,2.0,2.0,898.0,0.898,0.898,0.898,0.898,1897.799
1,15,0 days 00:02:07.220000,0,,35.285,0,59.437,0,32.498,0,198.2,0 days 00:31:42.589000,14:01:44.157,0 days 00:00:35.285000,0 days 00:00:59.437000,0 days 00:00:32.498000,300.2,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,SPA FRANCORCHAMPS,1,Alpine A480,,Alpine Elf Matmut #36,127220.0,127.22,Gibson,1,André NEGRÃO Stint #1,1,Alpine Elf Matmut #36 Stint #1,1902589,3.0,3.0,4790.0,4.79,5.688,4.79,5.688,1902.589
1,16,0 days 00:02:05.911000,0,,34.872,0,59.016,0,32.023,0,200.3,0 days 00:33:42.812000,14:03:44.380,0 days 00:00:34.872000,0 days 00:00:59.016000,0 days 00:00:32.023000,297.7,Sébastien BUEMI,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,SPA FRANCORCHAMPS,1,Toyota GR010 HYBRID,,Toyota Gazoo Racing #8,125911.0,125.911,Toyota,1,Sébastien BUEMI Stint #1,1,Toyota Gazoo Racing #8 Stint #1,2022812,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2022.812
1,16,0 days 00:02:06.485000,0,,34.983,0,59.145,0,32.357,0,199.3,0 days 00:33:44.284000,14:03:45.852,0 days 00:00:34.983000,0 days 00:00:59.145000,0 days 00:00:32.357000,306.1,Mike CONWAY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,SPA FRANCORCHAMPS,1,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,126485.0,126.485,Toyota,1,Mike CONWAY Stint #1,1,Toyota Gazoo Racing #7 Stint #1,2024284,2.0,2.0,1472.0,1.472,1.472,1.472,1.472,2024.284
1,16,0 days 00:02:06.465000,0,,35.254,0,59.107,0,32.104,0,199.4,0 days 00:33:49.054000,14:03:50.622,0 days 00:00:35.254000,0 days 00:00:59.107000,0 days 00:00:32.104000,308.7,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,SPA FRANCORCHAMPS,1,Alpine A480,,Alpine Elf Matmut #36,126465.0,126.465,Gibson,1,André NEGRÃO Stint #1,1,Alpine Elf Matmut #36 Stint #1,2029054,3.0,3.0,4770.0,4.77,6.241999999999999,4.77,6.241999999999999,2029.054
