driver_number,lap_number,lap_time,lap_improvement,crossing_finish_line_in_pit,s1,s1_improvement,s2,s2_improvement,s3,s3_improvement,kph,elapsed,hour,s1_large,s2_large,s3_large,top_speed,driver_name,pit_time,class,group,team,manufacturer,season,circuit,round,vehicle,flag_at_fl,team_no,lap_time_ms,lap_time_s,engine,driver_stint_no,driver_stint,team_stint_no,team_stint,elapsed_ms,position,class_position,interval_ms,interval,gap,class_interval,class_gap,elapsed_s
1,71,0 days 00:01:35.010000,0,,30.219,0,30.648,0,34.143,0,176.3,0 days 01:52:18.660000,12:52:36.142,0 days 00:00:30.219000,0 days 00:00:30.648000,0 days 00:00:34.143000,313.0,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,AUTODROMO DO ALGARVE,2,Alpine A480,,Alpine Elf Matmut #36,95010.0,95.01,Gibson,1,André NEGRÃO Stint #1,2,Alpine Elf Matmut #36 Stint #2,6738660,3.0,3.0,71922.0,71.922,74.94,71.922,74.94,6738.66
1,72,0 days 00:01:32.799000,0,,28.906,0,29.442,0,34.451,0,180.5,0 days 01:52:36.519000,12:52:54.001,0 days 00:00:28.906000,0 days 00:00:29.442000,0 days 00:00:34.451000,310.3,Sébastien BUEMI,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,AUTODROMO DO ALGARVE,2,Toyota GR010 HYBRID,,Toyota Gazoo Racing #8,92799.0,92.799,Toyota,2,Sébastien BUEMI Stint #2,2,Toyota Gazoo Racing #8 Stint #2,6756519,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6756.519
3,72,0 days 00:01:32.585000,0,,28.866,0,29.693,0,34.026,0,180.9,0 days 01:52:39.323000,12:52:56.805,0 days 00:00:28.866000,0 days 00:00:29.693000,0 days 00:00:34.026000,309.5,Jose Maria LOPEZ,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,AUTODROMO DO ALGARVE,2,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,92585.0,92.585,Toyota,2,Jose Maria LOPEZ Stint #2,2,Toyota Gazoo Racing #7 Stint #2,6759323,2.0,2.0,2804.0,2.804,2.804,2.804,2.804,6759.323
1,72,0 days 00:01:32.537000,0,,28.663,0,29.818,0,34.056,0,181.0,0 days 01:53:51.197000,12:54:08.679,0 days 00:00:28.663000,0 days 00:00:29.818000,0 days 00:00:34.056000,309.5,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,AUTODROMO DO ALGARVE,2,Alpine A480,,Alpine Elf Matmut #36,92537.0,92.537,Gibson,1,André NEGRÃO Stint #1,2,Alpine Elf Matmut #36 Stint #2,6831197,3.0,3.0,71874.0,71.874,74.678,71.874,74.678,6831.197
1,73,0 days 00:01:33.335000,0,,28.916,0,30.414,0,34.005,0,179.5,0 days 01:54:09.854000,12:54:27.336,0 days 00:00:28.916000,0 days 00:00:30.414000,0 days 00:00:34.005000,307.7,Sébastien BUEMI,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,AUTODROMO DO ALGARVE,2,Toyota GR010 HYBRID,,Toyota Gazoo Racing #8,93335.0,93.335,Toyota,2,Sébastien BUEMI Stint #2,2,Toyota Gazoo Racing #8 Stint #2,6849854,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6849.854
3,73,0 days 00:01:39.904000,0,B,29.762,0,30.234,0,39.908,0,167.7,0 days 01:54:19.227000,12:54:36.709,0 days 00:00:29.762000,0 days 00:00:30.234000,0 days 00:00:39.908000,298.3,Jose Maria LOPEZ,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,AUTODROMO DO ALGARVE,2,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,99904.0,99.904,Toyota,2,Jose Maria LOPEZ Stint #2,2,Toyota Gazoo Racing #7 Stint #2,6859227,2.0,2.0,9373.0,9.373,9.373,9.373,9.373,6859.227
1,73,0 days 00:01:33.560000,0,,29.921,0,29.68,0,33.959,0,179.0,0 days 01:55:24.757000,12:55:42.239,0 days 00:00:29.921000,0 days 00:00:29.680000,0 days 00:00:33.959000,307.7,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,AUTODROMO DO ALGARVE,2,Alpine A480,,Alpine Elf Matmut #36,93560.0,93.56,Gibson,1,André NEGRÃO Stint #1,2,Alpine Elf Matmut #36 Stint #2,6924757,3.0,3.0,65530.0,65.53,74.903,65.53,74.903,6924.757
1,74,0 days 00:01:38.668000,0,B,29.118,0,29.582,0,39.968,0,169.8,0 days 01:55:48.522000,12:56:06.004,0 days 00:00:29.118000,0 days 00:00:29.582000,0 days 00:00:39.968000,312.1,Sébastien BUEMI,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,AUTODROMO DO ALGARVE,2,Toyota GR010 HYBRID,,Toyota Gazoo Racing #8,98668.0,98.668,Toyota,2,Sébastien BUEMI Stint #2,2,Toyota Gazoo Racing #8 Stint #2,6948522,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6948.522
1,74,0 days 00:01:32.826000,0,,29.102,0,30.113,0,33.611,0,180.5,0 days 01:56:57.583000,12:57:15.065,0 days 00:00:29.102000,0 days 00:00:30.113000,0 days 00:00:33.611000,307.7,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,AUTODROMO DO ALGARVE,2,Alpine A480,,Alpine Elf Matmut #36,92826.0,92.826,Gibson,1,André NEGRÃO Stint #1,2,Alpine Elf Matmut #36 Stint #2,7017583,2.0,2.0,69061.0,69.061,69.061,69.061,69.061,7017.583
1,74,0 days 00:02:48.628000,0,,104.302,0,29.937,0,34.389,0,99.3,0 days 01:57:07.855000,12:57:25.337,0 days 00:01:44.302000,0 days 00:00:29.937000,0 days 00:00:34.389000,,Mike CONWAY,0:01:20.274,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,AUTODROMO DO ALGARVE,2,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,168628.0,168.628,Toyota,1,Mike CONWAY Stint #1,3,Toyota Gazoo Racing #7 Stint #3,7027855,3.0,3.0,10272.0,10.272,79.33300000000001,10.272,79.33300000000001,7027.855
1,75,0 days 00:01:32.007000,0,,28.817,0,29.64,0,33.55,0,182.1,0 days 01:58:29.590000,12:58:47.072,0 days 00:00:28.817000,0 days 00:00:29.640000,0 days 00:00:33.550000,313.0,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,AUTODROMO DO ALGARVE,2,Alpine A480,,Alpine Elf Matmut #36,92007.0,92.007,Gibson,1,André NEGRÃO Stint #1,2,Alpine Elf Matmut #36 Stint #2,7109590,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7109.59
3,75,0 days 00:02:48.294000,0,,104.097,0,29.895,0,34.302,0,99.5,0 days 01:58:36.816000,12:58:54.298,0 days 00:01:44.097000,0 days 00:00:29.895000,0 days 00:00:34.302000,,Brendon HARTLEY,0:01:20.363,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,AUTODROMO DO ALGARVE,2,Toyota GR010 HYBRID,,Toyota Gazoo Racing #8,168294.0,168.294,Toyota,1,Brendon HARTLEY Stint #1,3,Toyota Gazoo Racing #8 Stint #3,7116816,2.0,2.0,7226.0,7.226,7.226,7.226,7.226,7116.816
1,75,0 days 00:01:33.461000,0,,29.483,0,29.552,0,34.426,0,179.2,0 days 01:58:41.316000,12:58:58.798,0 days 00:00:29.483000,0 days 00:00:29.552000,0 days 00:00:34.426000,306.8,Mike CONWAY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,AUTODROMO DO ALGARVE,2,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,93461.0,93.461,Toyota,1,Mike CONWAY Stint #1,3,Toyota Gazoo Racing #7 Stint #3,7121316,3.0,3.0,4500.0,4.5,11.726,4.5,11.726,7121.316
1,76,0 days 00:01:33.676000,0,,30.293,0,29.565,0,33.818,0,178.8,0 days 02:00:03.266000,13:00:20.748,0 days 00:00:30.293000,0 days 00:00:29.565000,0 days 00:00:33.818000,312.1,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,AUTODROMO DO ALGARVE,2,Alpine A480,,Alpine Elf Matmut #36,93676.0,93.676,Gibson,1,André NEGRÃO Stint #1,2,Alpine Elf Matmut #36 Stint #2,7203266,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7203.266
3,76,0 days 00:01:33.280000,0,,29.05,0,29.8,0,34.43,0,179.6,0 days 02:00:10.096000,13:00:27.578,0 days 00:00:29.050000,0 days 00:00:29.800000,0 days 00:00:34.430000,308.6,Brendon HARTLEY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,AUTODROMO DO ALGARVE,2,Toyota GR010 HYBRID,,Toyota Gazoo Racing #8,93280.0,93.28,Toyota,1,Brendon HARTLEY Stint #1,3,Toyota Gazoo Racing #8 Stint #3,7210096,2.0,2.0,6830.0,6.83,6.83,6.83,6.83,7210.096
1,76,0 days 00:01:32.790000,0,,28.666,0,29.997,0,34.127,0,180.5,0 days 02:00:14.106000,13:00:31.588,0 days 00:00:28.666000,0 days 00:00:29.997000,0 days 00:00:34.127000,310.3,Mike CONWAY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,AUTODROMO DO ALGARVE,2,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,92790.0,92.79,Toyota,1,Mike CONWAY Stint #1,3,Toyota Gazoo Racing #7 Stint #3,7214106,3.0,3.0,4010.0,4.01,10.84,4.01,10.84,7214.106
1,77,0 days 00:01:33.171000,0,,28.847,0,29.657,0,34.667,0,179.8,0 days 02:01:36.437000,13:01:53.919,0 days 00:00:28.847000,0 days 00:00:29.657000,0 days 00:00:34.667000,310.3,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,AUTODROMO DO ALGARVE,2,Alpine A480,,Alpine Elf Matmut #36,93171.0,93.171,Gibson,1,André NEGRÃO Stint #1,2,Alpine Elf Matmut #36 Stint #2,7296437,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7296.437
3,77,0 days 00:01:33.074000,0,,28.94,0,30.027,0,34.107,0,180.0,0 days 02:01:43.170000,13:02:00.652,0 days 00:00:28.940000,0 days 00:00:30.027000,0 days 00:00:34.107000,303.4,Brendon HARTLEY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,AUTODROMO DO ALGARVE,2,Toyota GR010 HYBRID,,Toyota Gazoo Racing #8,93074.0,93.074,Toyota,1,Brendon HARTLEY Stint #1,3,Toyota Gazoo Racing #8 Stint #3,7303170,2.0,2.0,6733.0,6.733,6.733,6.733,6.733,7303.17
1,77,0 days 00:01:32.879000,0,,28.893,0,29.285,0,34.701,0,180.4,0 days 02:01:46.985000,13:02:04.467,0 days 00:00:28.893000,0 days 00:00:29.285000,0 days 00:00:34.701000,308.6,Mike CONWAY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,AUTODROMO DO ALGARVE,2,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,92879.0,92.879,Toyota,1,Mike CONWAY Stint #1,3,Toyota Gazoo Racing #7 Stint #3,7306985,3.0,3.0,3815.0,3.815,10.548,3.815,10.548,7306.985
1,78,0 days 00:01:32.329000,0,,28.872,0,29.716,0,33.741,0,181.4,0 days 02:03:08.766000,13:03:26.248,0 days 00:00:28.872000,0 days 00:00:29.716000,0 days 00:00:33.741000,305.1,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,AUTODROMO DO ALGARVE,2,Alpine A480,,Alpine Elf Matmut #36,92329.0,92.329,Gibson,1,André NEGRÃO Stint #1,2,Alpine Elf Matmut #36 Stint #2,7388766,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7388.766
3,78,0 days 00:01:32.787000,0,,28.901,0,29.532,0,34.354,0,180.5,0 days 02:03:15.957000,13:03:33.439,0 days 00:00:28.901000,0 days 00:00:29.532000,0 days 00:00:34.354000,308.6,Brendon HARTLEY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,AUTODROMO DO ALGARVE,2,Toyota GR010 HYBRID,,Toyota Gazoo Racing #8,92787.0,92.787,Toyota,1,Brendon HARTLEY Stint #1,3,Toyota Gazoo Racing #8 Stint #3,7395957,2.0,2.0,7191.0,7.191,7.191,7.191,7.191,7395.957
1,78,0 days 00:01:32.302000,0,,28.93,0,29.237,0,34.135,0,181.5,0 days 02:03:19.287000,13:03:36.769,0 days 00:00:28.930000,0 days 00:00:29.237000,0 days 00:00:34.135000,304.2,Mike CONWAY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,AUTODROMO DO ALGARVE,2,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,92302.0,92.302,Toyota,1,Mike CONWAY Stint #1,3,Toyota Gazoo Racing #7 Stint #3,7399287,3.0,3.0,3330.0,3.33,10.521,3.33,10.521,7399.287
1,79,0 days 00:01:33.527000,0,,29.043,0,29.635,0,34.849,0,179.1,0 days 02:04:42.293000,13:04:59.775,0 days 00:00:29.043000,0 days 00:00:29.635000,0 days 00:00:34.849000,314.0,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,AUTODROMO DO ALGARVE,2,Alpine A480,,Alpine Elf Matmut #36,93527.0,93.527,Gibson,1,André NEGRÃO Stint #1,2,Alpine Elf Matmut #36 Stint #2,7482293,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7482.293
3,79,0 days 00:01:32.438000,0,,28.979,0,29.361,0,34.098,0,181.2,0 days 02:04:48.395000,13:05:05.877,0 days 00:00:28.979000,0 days 00:00:29.361000,0 days 00:00:34.098000,308.6,Brendon HARTLEY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,AUTODROMO DO ALGARVE,2,Toyota GR010 HYBRID,,Toyota Gazoo Racing #8,92438.0,92.438,Toyota,1,Brendon HARTLEY Stint #1,3,Toyota Gazoo Racing #8 Stint #3,7488395,2.0,2.0,6102.0,6.102,6.102,6.102,6.102,7488.395
1,79,0 days 00:01:32.307000,0,,28.723,0,29.324,0,34.26,0,181.5,0 days 02:04:51.594000,13:05:09.076,0 days 00:00:28.723000,0 days 00:00:29.324000,0 days 00:00:34.260000,307.7,Mike CONWAY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,AUTODROMO DO ALGARVE,2,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,92307.0,92.307,Toyota,1,Mike CONWAY Stint #1,3,Toyota Gazoo Racing #7 Stint #3,7491594,3.0,3.0,3199.0,3.199,9.301,3.199,9.301,7491.594
1,80,0 days 00:01:33.572000,0,,29.362,0,29.681,0,34.529,0,179.0,0 days 02:06:15.865000,13:06:33.347,0 days 00:00:29.362000,0 days 00:00:29.681000,0 days 00:00:34.529000,305.9,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,AUTODROMO DO ALGARVE,2,Alpine A480,,Alpine Elf Matmut #36,93572.0,93.572,Gibson,1,André NEGRÃO Stint #1,2,Alpine Elf Matmut #36 Stint #2,7575865,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7575.865
3,80,0 days 00:01:33.973000,0,,29.212,0,30.343,0,34.418,0,178.3,0 days 02:06:22.368000,13:06:39.850,0 days 00:00:29.212000,0 days 00:00:30.343000,0 days 00:00:34.418000,302.5,Brendon HARTLEY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,AUTODROMO DO ALGARVE,2,Toyota GR010 HYBRID,,Toyota Gazoo Racing #8,93973.0,93.973,Toyota,1,Brendon HARTLEY Stint #1,3,Toyota Gazoo Racing #8 Stint #3,7582368,2.0,2.0,6503.0,6.503,6.503,6.503,6.503,7582.368
1,80,0 days 00:01:32.794000,0,,28.9,0,29.502,0,34.392,0,180.5,0 days 02:06:24.388000,13:06:41.870,0 days 00:00:28.900000,0 days 00:00:29.502000,0 days 00:00:34.392000,310.3,Mike CONWAY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,AUTODROMO DO ALGARVE,2,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,92794.0,92.794,Toyota,1,Mike CONWAY Stint #1,3,Toyota Gazoo Racing #7 Stint #3,7584388,3.0,3.0,2020.0,2.02,8.523,2.02,8.523,7584.388
1,81,0 days 00:01:32.121000,0,,28.936,0,29.693,0,33.492,0,181.8,0 days 02:07:47.986000,13:08:05.468,0 days 00:00:28.936000,0 days 00:00:29.693000,0 days 00:00:33.492000,307.7,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,AUTODROMO DO ALGARVE,2,Alpine A480,,Alpine Elf Matmut #36,92121.0,92.121,Gibson,1,André NEGRÃO Stint #1,2,Alpine Elf Matmut #36 Stint #2,7667986,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7667.986
3,81,0 days 00:01:33.604000,0,,29.146,0,29.975,0,34.483,0,179.0,0 days 02:07:55.972000,13:08:13.454,0 days 00:00:29.146000,0 days 00:00:29.975000,0 days 00:00:34.483000,306.8,Brendon HARTLEY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,AUTODROMO DO ALGARVE,2,Toyota GR010 HYBRID,,Toyota Gazoo Racing #8,93604.0,93.604,Toyota,1,Brendon HARTLEY Stint #1,3,Toyota Gazoo Racing #8 Stint #3,7675972,2.0,2.0,7986.0,7.986,7.986,7.986,7.986,7675.972
1,81,0 days 00:01:32.625000,0,,28.879,0,29.431,0,34.315,0,180.8,0 days 02:07:57.013000,13:08:14.495,0 days 00:00:28.879000,0 days 00:00:29.431000,0 days 00:00:34.315000,313.0,Mike CONWAY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,AUTODROMO DO ALGARVE,2,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,92625.0,92.625,Toyota,1,Mike CONWAY Stint #1,3,Toyota Gazoo Racing #7 Stint #3,7677013,3.0,3.0,1041.0,1.041,9.027,1.041,9.027,7677.013
1,82,0 days 00:01:32.968000,0,,29.363,0,29.656,0,33.949,0,180.2,0 days 02:09:20.954000,13:09:38.436,0 days 00:00:29.363000,0 days 00:00:29.656000,0 days 00:00:33.949000,304.2,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,AUTODROMO DO ALGARVE,2,Alpine A480,,Alpine Elf Matmut #36,92968.0,92.968,Gibson,1,André NEGRÃO Stint #1,2,Alpine Elf Matmut #36 Stint #2,7760954,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7760.954
3,82,0 days 00:01:34.070000,0,,29.67,0,30.032,0,34.368,0,178.1,0 days 02:09:30.042000,13:09:47.524,0 days 00:00:29.670000,0 days 00:00:30.032000,0 days 00:00:34.368000,310.3,Brendon HARTLEY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,AUTODROMO DO ALGARVE,2,Toyota GR010 HYBRID,,Toyota Gazoo Racing #8,94070.0,94.07,Toyota,1,Brendon HARTLEY Stint #1,3,Toyota Gazoo Racing #8 Stint #3,7770042,2.0,2.0,9088.0,9.088,9.088,9.088,9.088,7770.042
1,82,0 days 00:01:33.949000,0,,29.42,0,30.192,0,34.337,0,178.3,0 days 02:09:30.962000,13:09:48.444,0 days 00:00:29.420000,0 days 00:00:30.192000,0 days 00:00:34.337000,307.7,Mike CONWAY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,AUTODROMO DO ALGARVE,2,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,93949.0,93.949,Toyota,1,Mike CONWAY Stint #1,3,Toyota Gazoo Racing #7 Stint #3,7770962,3.0,3.0,920.0,0.92,10.008,0.92,10.008,7770.962
1,83,0 days 00:01:31.601000,0,,28.707,0,29.584,0,33.31,0,182.9,0 days 02:10:52.555000,13:11:10.037,0 days 00:00:28.707000,0 days 00:00:29.584000,0 days 00:00:33.310000,312.1,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,AUTODROMO DO ALGARVE,2,Alpine A480,,Alpine Elf Matmut #36,91601.0,91.601,Gibson,1,André NEGRÃO Stint #1,2,Alpine Elf Matmut #36 Stint #2,7852555,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7852.555
3,83,0 days 00:01:33.610000,0,,28.847,0,29.863,0,34.9,0,178.9,0 days 02:11:03.652000,13:11:21.134,0 days 00:00:28.847000,0 days 00:00:29.863000,0 days 00:00:34.900000,308.6,Brendon HARTLEY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,AUTODROMO DO ALGARVE,2,Toyota GR010 HYBRID,,Toyota Gazoo Racing #8,93610.0,93.61,Toyota,1,Brendon HARTLEY Stint #1,3,Toyota Gazoo Racing #8 Stint #3,7863652,2.0,2.0,11097.0,11.097,11.097,11.097,11.097,7863.652
1,83,0 days 00:01:33.184000,0,,28.947,0,29.356,0,34.881,0,179.8,0 days 02:11:04.146000,13:11:21.628,0 days 00:00:28.947000,0 days 00:00:29.356000,0 days 00:00:34.881000,306.8,Mike CONWAY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,AUTODROMO DO ALGARVE,2,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,93184.0,93.184,Toyota,1,Mike CONWAY Stint #1,3,Toyota Gazoo Racing #7 Stint #3,7864146,3.0,3.0,494.0,0.494,11.591,0.494,11.591,7864.146
1,84,0 days 00:01:32.253000,0,,28.633,0,29.757,0,33.863,0,181.6,0 days 02:12:24.808000,13:12:42.290,0 days 00:00:28.633000,0 days 00:00:29.757000,0 days 00:00:33.863000,314.0,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,AUTODROMO DO ALGARVE,2,Alpine A480,,Alpine Elf Matmut #36,92253.0,92.253,Gibson,1,André NEGRÃO Stint #1,2,Alpine Elf Matmut #36 Stint #2,7944808,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7944.808
3,84,0 days 00:01:32.975000,0,,29.23,0,29.628,0,34.117,0,180.2,0 days 02:12:36.627000,13:12:54.109,0 days 00:00:29.230000,0 days 00:00:29.628000,0 days 00:00:34.117000,311.2,Brendon HARTLEY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,AUTODROMO DO ALGARVE,2,Toyota GR010 HYBRID,,Toyota Gazoo Racing #8,92975.0,92.975,Toyota,1,Brendon HARTLEY Stint #1,3,Toyota Gazoo Racing #8 Stint #3,7956627,2.0,2.0,11819.0,11.819,11.819,11.819,11.819,7956.627
1,84,0 days 00:01:33.085000,0,,29.374,0,29.464,0,34.247,0,180.0,0 days 02:12:37.231000,13:12:54.713,0 days 00:00:29.374000,0 days 00:00:29.464000,0 days 00:00:34.247000,308.6,Mike CONWAY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,AUTODROMO DO ALGARVE,2,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,93085.0,93.085,Toyota,1,Mike CONWAY Stint #1,3,Toyota Gazoo Racing #7 Stint #3,7957231,3.0,3.0,604.0,0.604,12.423,0.604,12.423,7957.231
1,85,0 days 00:01:33.714000,0,,28.69,0,30.03,0,34.994,0,178.7,0 days 02:13:58.522000,13:14:16.004,0 days 00:00:28.690000,0 days 00:00:30.030000,0 days 00:00:34.994000,313.0,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,AUTODROMO DO ALGARVE,2,Alpine A480,,Alpine Elf Matmut #36,93714.0,93.714,Gibson,1,André NEGRÃO Stint #1,2,Alpine Elf Matmut #36 Stint #2,8038522,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8038.522
3,85,0 days 00:01:33.143000,0,,29.134,0,29.55,0,34.459,0,179.8,0 days 02:14:09.770000,13:14:27.252,0 days 00:00:29.134000,0 days 00:00:29.550000,0 days 00:00:34.459000,305.1,Brendon HARTLEY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,AUTODROMO DO ALGARVE,2,Toyota GR010 HYBRID,,Toyota Gazoo Racing #8,93143.0,93.143,Toyota,1,Brendon HARTLEY Stint #1,3,Toyota Gazoo Racing #8 Stint #3,8049770,2.0,2.0,11248.0,11.248,11.248,11.248,11.248,8049.77
1,85,0 days 00:01:33.416000,0,,29.379,0,29.467,0,34.57,0,179.3,0 days 02:14:10.647000,13:14:28.129,0 days 00:00:29.379000,0 days 00:00:29.467000,0 days 00:00:34.570000,311.2,Mike CONWAY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,AUTODROMO DO ALGARVE,2,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,93416.0,93.416,Toyota,1,Mike CONWAY Stint #1,3,Toyota Gazoo Racing #7 Stint #3,8050647,3.0,3.0,877.0,0.877,12.125,0.877,12.125,8050.647
1,86,0 days 00:01:32.464000,0,,28.989,0,29.678,0,33.797,0,181.2,0 days 02:15:30.986000,13:15:48.468,0 days 00:00:28.989000,0 days 00:00:29.678000,0 days 00:00:33.797000,306.8,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,AUTODROMO DO ALGARVE,2,Alpine A480,,Alpine Elf Matmut #36,92464.0,92.464,Gibson,1,André NEGRÃO Stint #1,2,Alpine Elf Matmut #36 Stint #2,8130986,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8130.986
3,86,0 days 00:01:33.824000,0,,29.281,0,29.656,0,34.887,0,178.5,0 days 02:15:43.594000,13:16:01.076,0 days 00:00:29.281000,0 days 00:00:29.656000,0 days 00:00:34.887000,307.7,Brendon HARTLEY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,AUTODROMO DO ALGARVE,2,Toyota GR010 HYBRID,,Toyota Gazoo Racing #8,93824.0,93.824,Toyota,1,Brendon HARTLEY Stint #1,3,Toyota Gazoo Racing #8 Stint #3,8143594,2.0,2.0,12608.0,12.608,12.608,12.608,12.608,8143.594
1,86,0 days 00:01:33.191000,0,,29.749,0,29.381,0,34.061,0,179.7,0 days 02:15:43.838000,13:16:01.320,0 days 00:00:29.749000,0 days 00:00:29.381000,0 days 00:00:34.061000,315.8,Mike CONWAY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,AUTODROMO DO ALGARVE,2,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,93191.0,93.191,Toyota,1,Mike CONWAY Stint #1,3,Toyota Gazoo Racing #7 Stint #3,8143838,3.0,3.0,244.0,0.244,12.852,0.244,12.852,8143.838
1,87,0 days 00:01:32.287000,0,,28.836,0,30.15,0,33.301,0,181.5,0 days 02:17:03.273000,13:17:20.755,0 days 00:00:28.836000,0 days 00:00:30.150000,0 days 00:00:33.301000,312.1,André NEGRÃO,,HYPERCAR,,Alpine Elf Matmut,Alpine,2021,AUTODROMO DO ALGARVE,2,Alpine A480,,Alpine Elf Matmut #36,92287.0,92.287,Gibson,1,André NEGRÃO Stint #1,2,Alpine Elf Matmut #36 Stint #2,8223273,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8223.273
1,87,0 days 00:01:33.210000,0,,29.301,0,29.721,0,34.188,0,179.7,0 days 02:17:17.048000,13:17:34.530,0 days 00:00:29.301000,0 days 00:00:29.721000,0 days 00:00:34.188000,307.7,Mike CONWAY,,HYPERCAR,H,Toyota Gazoo Racing,Toyota,2021,AUTODROMO DO ALGARVE,2,Toyota GR010 HYBRID,,Toyota Gazoo Racing #7,93210.0,93.21,Toyota,1,Mike CONWAY Stint #1,3,Toyota Gazoo Racing #7 Stint #3,8237048,2.0,2.0,13775.0,13.775,13.775,13.775,13.775,8237.048
